year,month,module,trt,habitat,AMACAN,BARE,BIDCON,BIDFRO,BIDLAE,BIDSPP,CUSGRO,DET,ECHMUR,ECHSPP,ECLPRO,FEATHR,IMPCAP,IRIPSE,LEEORY,LUDPEP,LYCRUB,MURKEI,NUPADV,PELVIR,PERHYD,PERPUN,PERSPP,PHAARU,PONCOR,SAGLAT,SCHTAB,TRASH,TYPANG,TYPLAT,TYPSPP,UNKALT,UNKSDG,WOOD,ZIZAQU
2009,AUG,10,X,unveg,0,100,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,AUG,11,C,veg,0,100,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,AUG,11,X,veg,0,5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
2009,AUG,12,C,veg,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,9,0,0,0,0,0,0,6
2009,AUG,12,X,veg,0,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
2009,AUG,13,C,unveg,0,100,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,AUG,13,X,unveg,0,90,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0
2009,AUG,14,C,unveg,0,96,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2009,AUG,14,X,unveg,0,95,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2009,AUG,15,C,unveg,0,85,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,AUG,15,X,unveg,0,100,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,AUG,16,C,unveg,0,100,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
2009,AUG,16,X,unveg,0,85,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,JUN,1,C,veg,0,6,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
2009,JUN,1,X,veg,0,25,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,70
2009,JUN,2,C,veg,0,20,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,75
2009,JUN,2,X,veg,0,10,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,95
2009,JUN,3,C,veg,0,3,0,0,35,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
2009,JUN,3,X,veg,0,5,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
2009,JUN,4,C,veg,0,8,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,85
2009,JUN,4,X,veg,0,15,0,0,30,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
2009,JUN,5,C,unveg,0,85,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.1,0,0,0,0
2009,JUN,5,X,unveg,0,95,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,JUN,6,C,unveg,0,95,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,JUN,6,X,unveg,0,95,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,JUN,7,C,veg,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2009,JUN,7,X,veg,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,5,0,0,0,0,0,0,0,0,0,20
2009,JUN,8,C,veg,0,25,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
2009,JUN,8,X,veg,0,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2009,JUN,9,C,unveg,0,98,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0
2009,JUN,9,X,unveg,0,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,JUN,10,C,unveg,0,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,JUN,10,X,unveg,0,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,JUN,11,C,veg,0,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
2009,JUN,11,X,veg,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,90
2009,JUN,12,C,veg,0,15,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,30
2009,JUN,12,X,veg,0,40,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,45
2009,JUN,13,C,unveg,0,97,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2009,JUN,13,X,unveg,0,80,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0
2009,JUN,14,C,unveg,0,97,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0
2009,JUN,14,X,unveg,0,88,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,4,0,0,0,0,0,0,0
2009,JUN,15,C,unveg,0,95,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,4,0,0,0,0,0,0,0,0,0.5,0,0,0
2009,JUN,15,X,unveg,0,99,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
2009,JUN,16,C,unveg,0,96,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2009,JUN,16,X,unveg,0,98,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.5,0,0,0,0,0,0,0
2010,AUG,1,C,veg,0,100,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,AUG,1,X,veg,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,60,0,0,0,0,45
2010,AUG,2,C,veg,0,100,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
2010,AUG,2,X,veg,0,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.1,0,0,0,0,0,0,1
2010,AUG,3,C,veg,0,98,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,AUG,3,X,veg,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.1,0,0,1,0,0,0,0,0,0,95
2010,AUG,4,C,veg,0,100,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,AUG,4,X,veg,0,60,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0.5,0,0,3,0,0,0.5,0,0,0,0,0,0,35
2010,AUG,5,C,unveg,0,99,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0
2010,AUG,5,X,unveg,0,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2010,AUG,6,C,unveg,0,99,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
2010,AUG,6,X,unveg,0,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
2010,AUG,7,C,veg,0,10,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
2010,AUG,7,X,veg,0,20,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
2010,AUG,8,C,veg,0,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,3
2010,AUG,8,X,veg,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
2010,AUG,9,C,unveg,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
2010,AUG,9,X,unveg,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,40
2010,AUG,10,C,unveg,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,AUG,10,X,unveg,0,95,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0
2010,AUG,11,C,veg,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,AUG,11,X,veg,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100
2010,AUG,12,C,veg,0,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,AUG,12,X,veg,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
2010,AUG,13,C,unveg,0,99,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
2010,AUG,13,X,unveg,0,90,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,8
2010,AUG,14,C,unveg,0,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
2010,AUG,14,X,unveg,0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,2,0,0,0,0,0,0,75
2010,AUG,15,C,unveg,0,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,AUG,15,X,unveg,0,35,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,55,0,0,6,0,0,0,0,0,0,0,0,0,0
2010,AUG,16,C,unveg,0,100,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,AUG,16,X,unveg,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,10,0,0,0,0,0,0,0,0,0,1
2011,AUG,1,C,veg,0,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,AUG,1,X,veg,0,55,0,0,0,0.5,0,40,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,AUG,2,C,veg,0,100,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,AUG,2,X,veg,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,95,0,0,0,0,0,0,0,0,0,0
2011,AUG,3,C,veg,0,99,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,AUG,3,X,veg,0,70,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0
2011,AUG,4,C,veg,0,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,7,0
2011,AUG,4,X,veg,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,60,0,0,0,0,0,0,0,0,0,1
2011,AUG,5,C,unveg,0,98,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,AUG,5,X,unveg,0,70,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,0,0,0,2
2011,AUG,6,C,unveg,0,99,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,AUG,6,X,unveg,0,85,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0.5,0
2011,AUG,7,C,veg,0,2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,AUG,7,X,veg,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2011,AUG,8,C,veg,0,25,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0.5,0,0,0,0,0,2,0
2011,AUG,8,X,veg,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,AUG,9,C,unveg,0,100,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,AUG,9,X,unveg,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,75,0,0,0,0,0,0,0,0,0,15
2011,AUG,10,C,unveg,0,100,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,AUG,10,X,unveg,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,75,0,0,1,0,0,0,0,0,0,0.1
2011,AUG,11,C,veg,0,100,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,AUG,11,X,veg,0,30,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0.5,0,0,55,0,0,0.1,0,0,0,0,0,0,10
2011,AUG,12,C,veg,0,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,AUG,12,X,veg,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,3,25,2,0,5,0,0,0.1,0,0,0,0,0,0,0
2011,AUG,13,C,unveg,0,100,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,AUG,13,X,unveg,0,85,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7
2011,AUG,14,C,unveg,0,96,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,AUG,14,X,unveg,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,85,0,0,12,0,0,2,0,1,0,0,0,1,20
2011,AUG,15,C,unveg,0,98,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,AUG,15,X,unveg,0,10,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,6,4,45,0,0,40,0,0,0,0,0,0,0,0,0,0
2011,AUG,16,C,unveg,0,100,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,AUG,16,X,unveg,0,5,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0.1,45,0,0,45,0,0,0,0,0,0,0,0,0,0
2012,AUG,1,C,veg,0,100,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,AUG,1,X,veg,0,4,0,0,0,0,0,9,0,5,0,0,0,0,0.5,0,0,0,0,7,0,55,0,0,25,0,0,0,0,0,0,0,0,0,3
2012,AUG,2,C,veg,0,98,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
2012,AUG,2,X,veg,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,90,0,0,0,0,0,0,0,0,0,3
2012,AUG,3,C,veg,0,99,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,AUG,3,X,veg,0,10,0,0,0,0,0,7,7,0,0,0,0,0,0,2,0,0,0,10,4,3,0,0,25,0,0,0,0,0,0,0,0,0,5
2012,AUG,4,C,veg,0,100,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,AUG,4,X,veg,0,10,0,0,0,0,0,5,0,2,2,0,0,0,2,0,0,0,0,4,0,30,0,0,75,0,0,0,0,0,0,0,0,0,2
2012,AUG,5,C,unveg,0,99,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,AUG,5,X,unveg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,3
2012,AUG,6,C,unveg,0,99,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
2012,AUG,6,X,unveg,0,50,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
2012,AUG,7,C,veg,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,AUG,7,X,veg,0,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,60,0,6,0,0,15,0,0,0,0,0,0,0,0,0,1
2012,AUG,8,C,veg,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2012,AUG,8,X,veg,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2012,AUG,9,C,unveg,0,100,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,AUG,9,X,unveg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,65,0,0,0,0,0,0,0,0,0,30
2012,AUG,10,C,unveg,0,99,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
2012,AUG,10,X,unveg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,95,0,0,0,0,0,0,0,0,0,5
2012,AUG,11,C,veg,0,93,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,AUG,11,X,veg,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,0,90,0,0,0,0,0,0,0,0,0,2
2012,AUG,12,C,veg,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,AUG,12,X,veg,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,6,0,80,0,0,10,3,0,0,0,0,0,0,0,0,0
2012,AUG,13,C,unveg,0,100,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,AUG,13,X,unveg,0,40,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,15,0,0,0,0,0,0,0,0,0,25
2012,AUG,14,C,unveg,0,85,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,15,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,AUG,14,X,unveg,5,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,85,0,0,5,0,0,0,0,25,0,0,0,0,0
2012,AUG,15,C,unveg,0,65,0,0,0,0,0,2,0,0,0,0.5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,30,0
